"LOCATION","Country","STATISTICS","Reference Statistics","UNIT_MEASURE","Unit of measurement","TIME","Year","Value","Flag Codes","Flags"
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1999","1999",167112448,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2000","2000",195108576,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2001","2001",212820000,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2002","2002",232874352,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2003","2003",264601360,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2004","2004",300539680,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2005","2005",337958016,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2006","2006",381604000,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2007","2007",428505984,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2008","2008",476553984,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2009","2009",501574016,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2010","2010",544060032,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2011","2011",619022976,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2012","2012",666507008,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2013","2013",714092992,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2014","2014",762902976,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2015","2015",804691968,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2016","2016",863782016,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2017","2017",920470976,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2018","2018",987790976,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2019","2019",1060067968,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2020","2020",998718976,,
"COL","Colombia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2021","2021",1177224704,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1995","1995",2447230,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1996","1996",2929718,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1997","1997",3556926.8,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1998","1998",4132662,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1999","1999",4446238.5,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2000","2000",5118354.5,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2001","2001",5512129.5,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2002","2002",5954846,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2003","2003",6682900.5,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2004","2004",7500945,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2005","2005",8337912.5,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2006","2006",9304919,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2007","2007",10334589,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2008","2008",11370494,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2009","2009",11833872,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2010","2010",12687722,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2011","2011",14287696,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2012","2012",15233653,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2013","2013",16168882,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2014","2014",16985816,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2015","2015",17744640,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2016","2016",18841534,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2017","2017",19828438,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2018","2018",20909568,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2019","2019",21937218,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2020","2020",20274042,,
"COL","Colombia","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2021","2021",23572132,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",22394000,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",30166300,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",38066128,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",44215080,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",51176500,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",55067328,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",61722672,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",68426808,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",75802312,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",81431832,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",126376000,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",140986000,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",158719008,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",172920000,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",191764992,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",202440992,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",231536992,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",260996992,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",292168000,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",344296000,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",363651008,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",370276000,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",409540992,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",437273984,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",474299008,,
"COL","Colombia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",498519008,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",2079862.9,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",2425725.5,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",2934156.5,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",3519453.8,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",4072330.3,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",4627050.5,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",5254084.5,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",5965391.5,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",6885560,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",8150138,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",9577022,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",11613320,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",13889053,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",16208975,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",17626148,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",19802010,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",21623524,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",23752868,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",25462954,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",28001328,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",30171918,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",32056288,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",34343648,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",36014720,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",37832148,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",36495248,,
"CRI","Costa Rica","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",40112924,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1995","1995",2079862.9,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1996","1996",2425725.5,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1997","1997",2934156.5,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1998","1998",3519453.8,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1999","1999",4072330.3,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2000","2000",4627050.5,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2001","2001",5254084.5,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2002","2002",5965391.5,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2003","2003",6885560,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2004","2004",8150138,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2005","2005",9577022,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2006","2006",11613320,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2007","2007",13889053,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2008","2008",16208975,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2009","2009",17626148,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2010","2010",19802010,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2011","2011",21623524,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2012","2012",23752868,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2013","2013",25462954,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2014","2014",28001328,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2015","2015",30171918,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2016","2016",32056288,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2017","2017",34343648,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2018","2018",36014720,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2019","2019",37832148,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2020","2020",36495248,,
"CRI","Costa Rica","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2021","2021",40112924,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1995","1995",606251.38,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1996","1996",689552.06,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1997","1997",812830.31,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1998","1998",951892.44,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1999","1999",1075324.3,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2000","2000",1195672.3,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2001","2001",1329124.4,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2002","2002",1482666.1,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2003","2003",1686858.8,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2004","2004",1964990.5,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2005","2005",2272537.3,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2006","2006",2712780.3,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2007","2007",3199775.3,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2008","2008",3681536,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2009","2009",3943093.3,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2010","2010",4355274,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2011","2011",4711378,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2012","2012",5107576,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2013","2013",5405741,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2014","2014",5869489.5,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2015","2015",6247221.5,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2016","2016",6558192.5,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2017","2017",6945401,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2018","2018",7201607,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2019","2019",7483752.5,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2020","2020",7143969.5,,
"CRI","Costa Rica","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2021","2021",7772241,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",341145,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",419341,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",476973,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",564049,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",680571,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",1595146.4,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",1832861.1,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",2110026.8,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",2347976,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",2699572.5,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",3139506,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",3585196.8,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",4305510,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",5755701.5,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",6231206,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",7768098.5,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",8404973,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",7344678.5,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",8190527,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",8963559,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",9683753,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",10442817,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",11366546,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",12046419,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",13061180,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",13537362,,
"CRI","Costa Rica","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",17234584,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",2861.6379,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",3679.97,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",4573.002,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",5100.4312,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",5406.8921,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",6171.645,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",6987.0688,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",7822.5801,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",8744.4258,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",9777.459,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",11343.27,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",13568.93,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",16401.334,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",16618.064,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",14131.856,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",14741.103,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",16677.256,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",17916.682,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",18910.783,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",20048.227,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",20631.361,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",21747.91,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",23833.613,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",25932.176,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",27764.725,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",27464.982,,
"EST","Estonia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",31444.912,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1995","1995",2861.6379,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1996","1996",3679.97,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1997","1997",4573.002,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1998","1998",5100.4312,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1999","1999",5406.8921,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2000","2000",6171.645,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2001","2001",6987.0688,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2002","2002",7822.5801,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2003","2003",8744.4258,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2004","2004",9777.459,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2005","2005",11343.27,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2006","2006",13568.93,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2007","2007",16401.334,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2008","2008",16618.064,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2009","2009",14131.856,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2010","2010",14741.103,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2011","2011",16677.256,,
"EST","Estonia","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2012","2012",17916.682,,
