"LOCATION","Country","STATISTICS","Reference Statistics","UNIT_MEASURE","Unit of measurement","TIME","Year","Value","Flag Codes","Flags"
"GRC","Greece","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",87154,,
"GRC","Greece","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",85871,,
"GRC","Greece","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",87132,,
"GRC","Greece","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",87677,,
"GRC","Greece","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",98733,,
"GRC","Greece","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",104368,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",5836483,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",7122305,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",8834560,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",10442818,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",11637546,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",13324052,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",15398700,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",17433860,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",19130012,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",21110060,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",22594966,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",24345408,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",25741898,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",27249944,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",26520776,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",27485092,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",28538202,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",28996632,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",30351904,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",32804708,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",34965212,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",36206664,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",39274756,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",43386436,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",47664924,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",48411544,,
"HUN","Hungary","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",55125560,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1995","1995",5836483,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1996","1996",7122305,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1997","1997",8834560,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1998","1998",10442818,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1999","1999",11637546,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2000","2000",13324052,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2001","2001",15398700,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2002","2002",17433860,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2003","2003",19130012,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2004","2004",21110060,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2005","2005",22594966,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2006","2006",24345408,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2007","2007",25741898,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2008","2008",27249944,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2009","2009",26520776,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2010","2010",27485092,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2011","2011",28538202,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2012","2012",28996632,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2013","2013",30351904,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2014","2014",32804708,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2015","2015",34965212,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2016","2016",36206664,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2017","2017",39274756,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2018","2018",43386436,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2019","2019",47664924,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2020","2020",48411544,,
"HUN","Hungary","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2021","2021",55125560,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1995","1995",565059.81,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1996","1996",690732.31,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1997","1997",858517.25,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1998","1998",1017167.2,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1999","1999",1136753.3,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2000","2000",1304876.1,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2001","2001",1511517.5,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2002","2002",1716166.1,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2003","2003",1888534.8,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2004","2004",2088627.1,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2005","2005",2239994,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2006","2006",2417288.8,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2007","2007",2559910.5,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2008","2008",2714627.8,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2009","2009",2646084.3,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2010","2010",2748503,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2011","2011",2861911.8,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2012","2012",2922940.8,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2013","2013",3067992.8,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2014","2014",3324868.3,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2015","2015",3552282.3,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2016","2016",3689278.8,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2017","2017",4012555.5,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2018","2018",4438254,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2019","2019",4878133,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2020","2020",4965211,,
"HUN","Hungary","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2021","2021",5677258.5,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",3223479.3,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",3638360,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",4382043,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",5304339.5,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",5704855,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",6308541,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",7276249,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",8890365,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",9396975,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",10285184,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",11143538,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",12503227,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",12835221,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",13283006,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",13408649,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",13416291,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",14001014,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",14241938,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",15194728,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",16417385,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",17615370,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",16943858,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",18348280,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",20023528,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",21951434,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",24730072,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",26690900,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",460839.97,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",493834.47,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",536722.38,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",603407.63,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",649719.13,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",709561.31,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",802276.63,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",854139.94,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",876732.69,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",970421.5,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",1061428.3,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",1225716,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",1386951.3,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",1589625.1,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",1626390.8,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",1680967,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",1765008.6,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",1845159.8,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",1970145.8,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",2086359.6,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",2310847.8,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",2512054.8,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",2641959.5,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",2844409.8,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",3043848.3,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",2937930,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",3251222,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1995","1995",460839.97,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1996","1996",493834.47,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1997","1997",536722.38,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1998","1998",603407.63,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1999","1999",649719.13,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2000","2000",709561.31,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2001","2001",802276.63,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2002","2002",854139.94,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2003","2003",876732.69,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2004","2004",970421.5,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2005","2005",1061428.3,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2006","2006",1225716,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2007","2007",1386951.3,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2008","2008",1589625.1,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2009","2009",1626390.8,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2010","2010",1680967,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2011","2011",1765008.6,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2012","2012",1845159.8,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2013","2013",1970145.8,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2014","2014",2086359.6,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2015","2015",2310847.8,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2016","2016",2512054.8,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2017","2017",2641959.5,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2018","2018",2844409.8,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2019","2019",3043848.3,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2020","2020",2937930,,
"ISL","Iceland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2021","2021",3251222,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1995","1995",1723410.5,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1996","1996",1836498.6,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1997","1997",1981256.4,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1998","1998",2203826.3,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1999","1999",2343864,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2000","2000",2523333.3,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2001","2001",2814018.5,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2002","2002",2969888.5,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2003","2003",3030531.3,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2004","2004",3316546.5,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2005","2005",3587118.3,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2006","2006",4027985.8,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2007","2007",4453922,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2008","2008",4976910.5,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2009","2009",5095209,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2010","2010",5286059.5,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2011","2011",5532942.5,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2012","2012",5753538.5,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2013","2013",6084452.5,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2014","2014",6372509.5,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2015","2015",6985634,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2016","2016",7489728,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2017","2017",7693533.5,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2018","2018",8064671.5,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2019","2019",8441066,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2020","2020",8016180,,
"ISL","Iceland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2021","2021",8728113,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",204476,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",216993,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",226066,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",246624.64,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",294928.38,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",318065.84,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",380432.63,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",388269.22,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",419008.5,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",453054,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",477628.47,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",549591.69,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",620620,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",1007600.3,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",871375.75,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",820241.56,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",891960.31,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",880734.63,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",905603.5,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",956125.56,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",1004611.8,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",1166529.5,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",1173274.1,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",1247071.1,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",1318697.5,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",1493673.6,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",1600702.4,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",54758.738,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",60147.566,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",69400.727,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",80430.813,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",92790.523,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",108495.29,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",122089.17,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",135997.56,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",145576.44,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",156260.3,,
